name,cik,ticker,founding_date,s1_filing_date,status,primary_disease_area,disease_areas,modality_category,modality_subtype,modality_details,targets,lead_stage,pipeline_summary,extraction_source,acquirer,cagr_pct,city,current_price,exchange,exit_date,exit_details,exit_type,market_cap,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct,sic_code,state
"ArriVent BioPharma, Inc.",0001868279,AVBP,2018-01-01,2024-01-05,trading,oncology,oncology,both,small_molecule,"small_molecule,adc",EGFR,phase_3,"Develops EGFR mutant-selective tyrosine kinase inhibitors and next-generation antibody drug conjugates for solid tumors, with lead candidate furmonertinib targeting uncommon EGFR mutations in non-small cell lung cancer.",s1_filing,,3.8,NEWTOWN SQUARE,21.595,NGM,,,,891470912,740,2024-01-26,20.0,2026-02-04,21.59,2024-11-07,35.63,78.2,15.3,8.0,2834,PA
"ARS Pharmaceuticals, Inc.",0001671858,SPRY,2016-01-01,2020-11-10,trading,oncology,"oncology,infectious_disease",biologic,adc,adc,"HER2,TLR8,Nectin4,ASGR1,TGFBR1",phase_1,"Develops ImmunoTAC antibody-drug conjugates that deliver targeted payloads to specific disease sites, with lead programs targeting HER2 and Nectin4 for solid tumors and ASGR1 for chronic hepatitis B.",s1_filing,,-16.0,SAN DIEGO,10.1399,NGM,,,,1002315008,1888,2020-12-04,25.0,2026-02-04,10.14,2021-03-17,60.41,141.6,2.9,-59.4,2834,CA
"ARTELO BIOSCIENCES, INC.",0001621221,ARTL,2011-05-02,2014-10-08,trading,oncology,"oncology,cns,dermatology",small_molecule,small_molecule,small_molecule,"CB1,CB2,FABP5,ECS",phase_2,"Develops small molecule therapeutics targeting lipid-signaling pathways including the endocannabinoid system, with lead programs for cancer-related anorexia and chemotherapy-induced peripheral neuropathy.",s1_filing,,-57.0,SOLANA BEACH,1.56,NCM,,,,3149243,2420,2019-06-21,418.5,2026-02-04,1.56,2019-06-24,443.7,6.0,1.16,-99.6,2834,CA
"ARVINAS, INC.",0001655759,ARVN,2013-01-01,2018-08-30,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,"AR,ER",phase_1,"Develops PROTAC small molecule therapeutics that harness the body's natural protein disposal system to degrade disease-causing proteins, with lead candidates targeting prostate and breast cancers.",s1_filing,,-2.4,NEW HAVEN,13.42,NMS,,,,985264064,2687,2018-09-27,16.05,2026-02-04,13.42,2021-07-29,107.87,572.1,6.07,-16.4,2834,CT
"ASSEMBLY BIOSCIENCES, INC.",0001426800,ASMB,2005-10-01,2010-07-20,trading,gastroenterology,gastroenterology,small_molecule,small_molecule,small_molecule,"5-HT2A,calcium_channels,alpha_adrenergic",phase_3,"Develops topical small molecule treatments for gastrointestinal disorders including hemorrhoids, anal fissures, and fecal incontinence with three late-stage product candidates.",s1_filing,,-16.0,SOUTH SAN FRANCISCO,27.0,NMS,,,,427062784,5528,2010-12-17,378.0,2026-02-04,27.0,2011-05-09,1215.0,221.4,7.8,-92.9,2834,CA
Atai Beckley N.V.,0001840904,ATAI,2020-06-01,2021-04-20,trading,cns,cns,other,psychedelic_compounds,"psychedelic_compounds,digital_therapeutics",,phase_2,Develops psychedelic compounds and digital therapeutics for mental health disorders through a decentralized platform of subsidiary companies.,s1_filing,,-30.4,AMSTELVEEN,3.62,NGM,,,,1314836736,1692,2021-06-18,19.45,2026-02-04,3.62,2021-06-21,19.89,2.3,1.04,-81.4,2834,
"Atea Pharmaceuticals, Inc.",0001593899,AVIR,2016-01-01,2020-10-09,trading,infectious_disease,infectious_disease,small_molecule,small_molecule,small_molecule,RdRp,phase_2,"Develops orally administered purine nucleotide prodrugs targeting viral RNA-dependent RNA polymerase (RdRp) for treating life-threatening ssRNA viral infections including COVID-19, hepatitis C, dengue, and RSV.",s1_filing,,-32.0,BOSTON,3.975,NMS,,,,310554016,1923,2020-10-30,30.34,2026-02-04,3.97,2021-02-08,88.44,191.5,2.55,-86.9,2834,MA
"Athenex, Inc.",0001300699,,2003-11-01,2017-05-12,unknown,oncology,oncology,small_molecule,small_molecule,small_molecule,"P-gp,Src Kinase,tubulin,paclitaxel,irinotecan",phase_3,Develops oral formulations of injectable cancer drugs using P-gp inhibitor technology and Src kinase inhibitors for various solid tumors and blood cancers.,s1_filing,,,BUFFALO,,,,,unknown,,,,,,,,,,,,2834,NY
"ATHERSYS, INC / NEW",0001368148,,2005-06-01,2007-07-10,unknown,cns,"cns,immunology,respiratory,cardiovascular",biologic,cell_therapy,cell_therapy,,phase_3,"Develops MultiStem allogeneic stem cell therapy for regenerative medicine applications including ischemic stroke, neurological conditions, inflammatory and immune disorders, and cardiovascular disease.",s1_filing,,,CLEVELAND,,,,,unknown,,,,,,,,,,,,2834,OH
"ATOSSA THERAPEUTICS, INC.",0001488039,ATOS,2009-04-30,2010-03-30,trading,infectious_disease,"infectious_disease,oncology",small_molecule,small_molecule,small_molecule,"SARS-CoV-2,spike_protein,estrogen_receptor,Ki-67",phase_2,"Develops small molecule drugs for COVID-19 treatment and prevention via nasal spray and inhalation delivery, and Endoxifen for breast cancer and mammographic breast density reduction.",s1_filing,,-44.7,SEATTLE,5.06,NCM,,,,43573824,4836,2012-11-08,12960.0,2026-02-04,5.06,2013-03-19,33399.0,157.7,5.06,-100.0,2834,WA
"Atreca, Inc.",0001532346,,2010-01-01,2019-05-24,acquired,oncology,oncology,biologic,antibody,"antibody,bispecific,adc","PD-1,polyadenylate-binding protein 1",preclinical,Develops novel antibody-based immunotherapeutics for solid tumors using a platform that identifies antibody-target pairs from patients with active anti-tumor immune responses.,s1_filing,,,SAN CARLOS,,,2024-04-22,,acquired,,,,,,,,,,,,2834,CA
"AUDEO ONCOLOGY, INC.",0001552899,,2012-06-01,2012-07-06,ipo_withdrawn,oncology,oncology,other,drug_delivery_platform,"drug_delivery_platform,small_molecule","CD44,irinotecan,5-fluorouracil,doxorubicin",phase_3,Develops HyACT platform technology that uses hyaluronic acid to deliver anti-cancer drugs preferentially to tumor cells via CD44 receptor targeting to enhance drug effectiveness without increasing toxicity.,s1_filing,,,SAN FRANCISCO,,,2014-02-13,,ipo_withdrawn,,,,,,,,,,,,2834,CA
"AURIGA LABORATORIES, INC.",0001072313,,2005-04-01,2008-02-08,ipo_withdrawn,respiratory,"respiratory,dermatology,oncology,cns,gastroenterology",other,branded_pharmaceuticals,"branded_pharmaceuticals,generic_pharmaceuticals,otc_products",,approved,"A pharmaceutical company that acquires and commercializes proven branded prescription drugs and develops line extensions across respiratory, dermatology, oncology, and psychiatry markets through a commission-based sales model.",s1_filing,,,LOS ANGELES,,,2001-11-13,,ipo_withdrawn,,,,,,,,,,,,2834,CA
"Auspex Pharmaceuticals, Inc.",0001454189,,2001-02-01,2013-12-20,acquired,rare_disease,"cns,rare_disease",small_molecule,small_molecule,small_molecule,VMAT2,phase_3,"Develops deuterium-modified small molecule inhibitors of VMAT2 for treating hyperkinetic movement disorders including Huntington's disease chorea, tardive dyskinesia, and Tourette syndrome.",s1_filing,,,LA JOLLA,,,2015-05-05,,acquired,,,,,,,,,,,,2834,CA
"Avenir Wellness Solutions, Inc.",0001643301,,2014-05-15,2015-06-10,ipo_withdrawn,,,,,,,,,,,,SHERMAN OAKS,,,2019-04-12,,ipo_withdrawn,,,,,,,,,,,,2834,CA
"AVENUE THERAPEUTICS, INC.",0001644963,ATXI,2006-06-01,2017-04-28,trading,cns,"cns,rare_disease",small_molecule,small_molecule,small_molecule,"androgen receptor,Nrf1,Nrf2,GABA A receptor",phase_2,"Develops small molecule therapies for neurologic diseases including AJ201 for spinal and bulbar muscular atrophy, IV tramadol for post-operative pain, and BAER-101 for epilepsy and panic disorders.",s1_filing,,-71.5,BAY HARBOR ISLANDS,0.1875,PNK,,,,596917,3143,2017-06-27,9281.25,2026-02-03,0.19,2020-09-14,13567.5,46.2,0.17,-100.0,2834,FL
"Avidity Biosciences, Inc.",0001599901,RNA,2012-01-01,2020-05-22,trading,rare_disease,"rare_disease,immunology",other,aoc,"aoc,antibody,rna","TfR1,DMPK,MuRF1,DUX4,GYS1",preclinical,"Develops Antibody Oligonucleotide Conjugates (AOCs) that combine monoclonal antibodies with siRNAs to treat rare muscle diseases including myotonic dystrophy, DMD, and muscle atrophy.",s1_filing,,18.1,SAN DIEGO,72.91,NGM,,,,11263054848,2063,2020-06-12,28.5,2026-02-04,72.91,2026-02-03,72.93,155.9,4.87,155.8,2834,CA
"AXIM BIOTECHNOLOGIES, INC.",0001514946,AXIM,2010-11-18,2021-05-14,trading,ophthalmology,"ophthalmology,infectious_disease",other,diagnostic_assays,"diagnostic_assays,lateral_flow_immunoassays,monoclonal_antibody","Lactoferrin,IgE",approved,"Develops diagnostic healthcare solutions including FDA-cleared lateral flow immunoassays for dry eye disease and allergic ocular reactions, with additional SARS-CoV-2 neutralizing antibody tests.",s1_filing,,-45.4,SAN DIEGO,0.014,PNK,,,,4661393,4173,2014-09-02,10.0,2026-02-04,0.01,2017-01-12,19.0,90.0,0.0,-99.9,2834,CA
"Axsome Therapeutics, Inc.",0001579428,AXSM,2012-01-01,2015-10-13,trading,cns,"cns,rare_disease",small_molecule,small_molecule,small_molecule,"osteoclasts,NMDA receptors,norepinephrine reuptake,dopamine reuptake",phase_3,Develops novel small molecule therapies for pain and CNS disorders including AXS-02 for chronic pain conditions and AXS-05 for treatment resistant depression and Alzheimer's agitation.,s1_filing,,35.0,NEW YORK,186.635,NGM,,,,9408762880,3730,2015-11-19,8.74,2026-02-04,186.63,2026-01-21,189.1,2063.6,2.0,2035.4,2834,NY
AXXESS PHARMA INC.,0001103309,,2013-10-01,2014-07-25,ipo_withdrawn,dermatology,dermatology,other,topical_products,"topical_products,supplements",,approved,"Distributes Health Canada approved pharmaceutical and natural health products including TapouT-branded pain relief and supplement products, and Soropon Medicated Shampoo for scalp fungal infections.",s1_filing,,,MARKHAM,,,2015-01-16,,ipo_withdrawn,,,,,,,,,,,,2834,A6
"Azitra, Inc.",0001701478,AZTR,2014-01-01,2023-02-21,trading,dermatology,dermatology,other,live_biotherapeutic,"live_biotherapeutic,engineered_proteins",Staphylococcus epidermidis,preclinical,Develops genetically engineered bacterial strains and topical live biotherapeutic products for precision dermatology using a proprietary microbial library and AI-driven screening platform.,s1_filing,,-95.8,BRANFORD,0.2338,ASE,,,,2511175,964,2023-06-16,988.0,2026-02-04,0.23,2023-06-16,988.0,0.0,0.23,-100.0,2834,CT
Barinthus Biotherapeutics plc.,0001828185,BRNS,2016-01-01,2021-04-09,trading,infectious_disease,"infectious_disease,oncology",biologic,vaccine,"vaccine,gene_therapy","hepatitis B virus,HPV,herpes zoster,MERS,prostate cancer antigens",phase_1,"Develops viral vector-based immunotherapeutics and vaccines using proprietary ChAdOx and MVA platforms to stimulate CD8+ T cell responses for treating chronic infectious diseases and cancer, and preventing infectious diseases.",s1_filing,,-46.4,GERMANTOWN,0.7225,NGM,,,,29499930,1741,2021-04-30,14.1,2026-02-04,0.72,2021-05-17,17.0,20.6,0.65,-94.9,2834,MD
BARRIER THERAPEUTICS INC,0001173657,,2001-01-01,2004-02-06,acquired,dermatology,"dermatology,infectious_disease",both,small_molecule,small_molecule,"Candida,fungal infections",unknown,"Develops pharmaceutical products for dermatological diseases including topical treatments for diaper dermatitis with candidiasis, seborrheic dermatitis, and oral therapeutics for fungal infections and rare genetic skin disorders.",s1_filing,,,PRINCETON,,,2008-08-05,,acquired,,,,,,,,,,,,2834,NJ
"Baudax Bio, Inc.",0001780097,,2015-01-01,2022-08-03,unknown,immunology,"hematology,immunology,rare_disease",both,cell_therapy,"cell_therapy,small_molecule","TCR,FVIII,Treg",phase_2,"Develops TCR-based regulatory T cell therapies for autoimmune and orphan diseases, plus neuromuscular blocking agents and reversal agents for surgical applications.",s1_filing,,,MALVERN,,,,,unknown,,,,,,,,,,,,2834,PA
Baxalta Inc,0001620546,,2015-06-23,2015-06-23,acquired,hematology,"hematology,oncology,immunology",biologic,protein,"protein,plasma_derived",FVIII,approved,"Develops plasma-based therapies and recombinant proteins primarily for hematology disorders, with products like ADVATE for hemophilia and focus on expanding into oncology and immunology through collaborations.",s1_filing,,,BANNOCKBURN,,,2016-04-18,,acquired,,,,,,,,,,,,2834,IL
"Bayhill Therapeutics, Inc.",0001290157,,2000-12-01,2008-01-09,ipo_withdrawn,immunology,"immunology,cns,metabolic",other,gene_therapy,gene_therapy,"MBP,proinsulin,acetylcholine receptors",phase_2,"Develops DNA plasmid-based therapies using their BHT-DNA platform to restore immune tolerance in autoimmune diseases including multiple sclerosis, type 1 diabetes, and myasthenia gravis.",s1_filing,,,PALO ALTO,,,2008-06-27,,ipo_withdrawn,,,,,,,,,,,,2834,CA
"BELLICUM PHARMACEUTICALS, INC",0001358403,,2004-07-01,2014-11-18,delisted,oncology,"oncology,hematology,rare_disease",other,cell_therapy,"cell_therapy,car_t,vaccine","CD19,PSMA,PSCA,PRAME",phase_2,"Develops cellular immunotherapies including CAR-T cells, TCR therapies, and dendritic cell vaccines with proprietary CID technology platform for enhanced safety and control in treating various cancers and blood disorders.",s1_filing,,,HOUSTON,,,2024-03-01,,delisted,,,,,,,,,,,,2834,TX
"Benda Pharmaceutical, Inc.",0000705868,,2001-04-01,2008-08-01,unknown,infectious_disease,"infectious_disease,oncology,metabolic,respiratory,gastroenterology",both,small_molecule,"small_molecule,gene_therapy",,approved,"Develops and manufactures conventional medications, Traditional Chinese Medicines, and gene therapy products for treating common ailments including infections, cancer, and diabetes, with marketed products including injection vials and APIs.",s1_filing,,,"HUBEI PROVINCE,",,,,,unknown,,,,,,,,,,,,2834,F4
Bicara Therapeutics Inc.,0002023658,BCAX,2018-12-01,2024-08-22,trading,oncology,oncology,biologic,bispecific,bispecific,"EGFR,TGF-beta,PD-1",phase_1,"Develops bifunctional antibodies that simultaneously target EGFR and TGF-beta for treating solid tumors, with lead program ficerafusp alfa in head and neck squamous cell carcinoma.",s1_filing,,-22.3,BOSTON,16.47,NGM,,,,902258688,509,2024-09-13,23.41,2026-02-04,16.47,2024-09-17,27.07,15.6,8.71,-29.6,2834,MA
BICYCLE THERAPEUTICS PLC,0001761612,BCYC,2016-04-01,2019-04-26,trading,oncology,"oncology,infectious_disease,cardiovascular,hematology,ophthalmology,respiratory",other,peptide,"peptide,bicycle_toxin_conjugate","MT1-MMP,EphA2,Nectin-4",phase_1,"Develops synthetic constrained bicyclic peptides called Bicycles for oncology and other diseases, with lead programs including Bicycle Toxin Conjugates targeting MT1-MMP, EphA2, and Nectin-4.",s1_filing,,-10.3,CAMBRIDGE,5.77,NMS,,,,400252768,2449,2019-05-23,12.0,2026-02-04,5.77,2021-11-15,61.14,409.5,5.77,-51.9,2834,X0
Bio Essence Corp,0001723059,BIOE,2010-04-20,2019-07-26,trading,,,,,,,,,,,-75.3,IRVINE,0.055,PNK,,,,2090495,574,2024-07-09,0.45,2026-02-03,0.05,2024-10-16,3.71,724.4,0.05,-87.8,2834,CA
"BIO-PATH HOLDINGS, INC.",0001133818,BPTH,2007-05-10,2010-06-17,trading,oncology,"oncology,hematology,metabolic",other,rna,rna,"Grb2,Bcl-2,STAT3",phase_2,"Develops RNAi nanoparticle therapies using DNAbilize platform targeting oncology indications including AML, lymphoma, and solid tumors, with lead drug prexigebersen in Phase 2 for AML.",s1_filing,,-45.9,BELLAIRE,0.06,PNK,,,,554529,6545,2008-03-04,3600.0,2026-02-03,0.06,2008-05-13,22960.0,537.8,0.05,-100.0,2834,TX
"BIOADAPTIVES, INC.",0001575142,BDPT,2011-04-01,2013-12-02,trading,,,,,,,,,,,-53.5,LAS VEGAS,0.016,PNK,,,,192138,3533,2016-06-01,33.0,2026-02-02,0.02,2016-11-17,88.2,167.3,0.01,-99.9,2834,NV
"BioAge Labs, Inc.",0001709941,BIOA,2020-12-01,2024-09-03,trading,metabolic,"metabolic,cns",small_molecule,small_molecule,small_molecule,"GLP-1R,NLRP3",phase_2,"Develops orally available small molecules targeting human aging biology to treat metabolic diseases like obesity, with lead candidate azelaprag in Phase 2 trials for combination with GLP-1R agonists and NLRP3 inhibitors for neuroinflammation.",s1_filing,,5.1,EMERYVILLE,19.605,NMS,,,,818557184,496,2024-09-26,18.31,2026-02-04,19.6,2024-10-21,25.83,41.1,3.04,7.1,2834,CA
BIOCANCELL THERAPEUTICS INC.,0001451980,,2004-07-26,2008-12-17,delisted,oncology,oncology,other,gene_therapy,gene_therapy,,phase_2,"Develops gene therapy products targeting various cancers including superficial bladder carcinoma, pancreatic cancer, and ovarian cancer.",s1_filing,,,JERUSALEM,,,2012-08-09,,delisted,,,,,,,,,,,,2834,L3
Biofrontera Inc.,0001858685,BFRI,2015-03-01,2021-07-06,trading,dermatology,"dermatology,oncology",other,photodynamic_therapy,"photodynamic_therapy,photosensitizer",,approved,"Develops photodynamic therapy products using Ameluz photosensitizer and RhodoLED lamps for treating dermatological conditions including actinic keratoses, basal cell carcinoma, and acne.",s1_filing,,-66.4,WOBURN,0.8408,NCM,,,,9793910,1559,2021-10-29,88.2,2026-02-04,0.84,2021-12-23,263.4,198.6,0.56,-99.0,2834,MA
Biohaven Ltd.,0001935979,BHVN,2022-05-02,2022-10-18,trading,cns,"cns,immunology,rare_disease",small_molecule,small_molecule,small_molecule,"Kv7,glutamate receptors,myostatin,TRP channels",unknown,"Develops small molecule therapies targeting ion channels and receptors for neurological conditions including epilepsy, mood disorders, OCD, and neuromuscular diseases.",s1_filing,,13.6,NEW HAVEN,10.96,NYQ,,,,1454265856,1230,2022-09-23,7.14,2026-02-04,10.96,2024-03-13,59.75,737.3,6.16,53.6,2834,CT
Biohaven Pharmaceutical Holding Co Ltd.,0001689813,,2013-07-01,2017-04-07,acquired,cns,"cns,rare_disease",small_molecule,small_molecule,small_molecule,"CGRP,glutamate,MPO,NMDA,SARA",phase_3,"Develops small molecule therapeutics targeting neurological diseases through CGRP receptor antagonists, glutamate modulators, and myeloperoxidase inhibition platforms.",s1_filing,Pfizer of the Company,,NEW HAVEN,,,2022-08-30,,acquired,,,,,,,,,,,,2834,CT
BIONOVO INC,0001203957,,2002-01-01,2009-09-10,unknown,women_health,"women_health,oncology",small_molecule,small_molecule,small_molecule,ERβ,phase_3,"Develops botanical-derived small molecule drugs with novel mechanisms of action for women's health conditions, with lead candidate Menerba being a selective estrogen receptor beta modulator for menopausal hot flashes.",s1_filing,,,EMERYVILLE,,,,,unknown,,,,,,,,,,,,2834,CA
Bioquest Corp,0001568628,BQST,2011-05-17,2013-02-05,trading,,,,,,,,,,,-43.9,NEWPORT BEACH,0.511,PNK,,,,15276462,4359,2014-02-27,500.0,2026-02-03,0.51,2019-11-14,10000.0,1900.0,0.02,-99.9,2834,CA
"BIORA THERAPEUTICS, INC.",0001580063,,2012-01-01,2020-05-27,unknown,gastroenterology,gastroenterology,other,device,"device,drug_device_combination",,unknown,Develops investigational ingestible devices and drug/device combinations for precise diagnostic sampling and drug delivery solutions in gastrointestinal health using a multi-omics approach.,s1_filing,,,SAN DIEGO,,,,,unknown,,,,,,,,,,,,2834,CA
