name,cik,ticker,founding_date,s1_filing_date,state,city,sic_code,status,current_price,market_cap,exchange,exit_type,exit_date,exit_details,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct
"Tobira Therapeutics, Inc.",0001409690,,2006-09-01,2014-06-23,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
Tonix Pharmaceuticals Holding Corp.,0001430306,TNXP,2007-11-16,2017-09-29,NJ,BERKELEY HEIGHTS,2834,trading,16.335,208893104,NCM,,,,5018,2012-05-10,19200000000.0,2026-02-04,16.33,2012-05-10,19200000000.0,0.0,7.38,-100.0
Tottenham Acquisition I Ltd,0001731176,,2017-11-13,2018-07-05,K3,CENTRAL,2834,no_ticker,,,,,,,,,,,,,,,,
"Transcode Therapeutics, Inc.",0001829635,RNAZ,2016-01-01,2021-02-26,MA,BOSTON,2834,trading,8.66,7940951,NCM,,,,1672,2021-07-08,2956800.0,2026-02-04,8.66,2021-07-12,4767840.0,61.3,6.44,-100.0
"Trevi Therapeutics, Inc.",0001563880,TRVI,2011-01-01,2019-04-05,CT,NEW HAVEN,2834,trading,11.445,1467593856,NGM,,,,2465,2019-05-07,7.89,2026-02-04,11.44,2025-12-10,14.17,79.6,0.46,45.1
"TREX WIND-DOWN, INC.",0001504167,,2010-08-30,2010-10-27,NJ,WARREN,2834,no_ticker,,,,,,,,,,,,,,,,
"Tricida, Inc.",0001595585,,2013-05-01,2018-06-04,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
Trius Therapeutics Inc,0001356857,,2007-12-01,2009-11-06,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"Trubion Pharmaceuticals, Inc",0001298521,,2002-10-01,2006-06-02,WA,SEATTLE,2834,no_ticker,,,,,,,,,,,,,,,,
"TuHURA Biosciences, Inc./NV",0001498382,HURA,2009-06-24,2010-08-17,FL,TAMPA,2834,trading,0.4682,26443038,NCM,,,,4730,2013-02-22,29750.0,2026-02-04,0.47,2016-06-14,177625.0,497.1,0.47,-100.0
"Turning Point Therapeutics, Inc.",0001595893,,2013-10-01,2019-03-21,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"Tvardi Therapeutics, Inc.",0001346830,TVRD,2004-01-01,2013-11-08,TX,SUGAR LAND,2834,trading,3.89,36493428,NCM,,,,4387,2014-01-31,464.76,2026-02-04,3.89,2021-04-09,1050.84,126.1,3.75,-99.2
"TYME TECHNOLOGIES, INC.",0001537917,,2011-11-22,2012-02-02,NJ,BEDMINSTER,2834,no_ticker,,,,,,,,,,,,,,,,
"Tyra Biosciences, Inc.",0001863127,TYRA,2018-01-01,2021-08-20,CA,CARLSBAD,2834,trading,30.04,1603297792,NMS,,,,1603,2021-09-15,26.0,2026-02-04,30.04,2026-01-29,32.34,24.4,5.26,15.5
"Unicycive Therapeutics, Inc.",0001766140,UNCY,2016-08-01,2021-05-21,CA,LOS ALTOS,2834,trading,6.37,136900192,NCM,,,,1668,2021-07-12,50.0,2026-02-04,6.37,2021-07-13,58.5,17.0,2.36,-87.3
United Cannabis Corp,0001436161,,2007-11-15,2008-07-15,CO,GOLDEN,2834,no_ticker,,,,,,,,,,,,,,,,
"Unity Biotechnology, Inc.",0001463361,,2009-03-01,2018-04-05,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
"Upstream Bio, Inc.",0002022626,UPB,2021-11-01,2024-09-18,MA,WALTHAM,2834,trading,28.5716,1543969024,NMS,,,,481,2024-10-11,22.0,2026-02-04,28.57,2026-01-13,32.6,48.2,6.07,29.9
Urovant Sciences Ltd.,0001740547,,2016-01-01,2018-07-13,CA,IRVINE,2834,no_ticker,,,,,,,,,,,,,,,,
"VACCINEX, INC.",0001205922,VCNX,2001-04-01,2018-07-09,NY,ROCHESTER,2834,trading,1.2,3211964,PNK,,,,2736,2018-08-09,2389.8,2026-02-04,1.2,2018-08-15,2444.4,2.3,0.34,-99.9
Valera Pharmaceuticals Inc,0001305409,,2001-01-01,2005-03-14,NJ,CRANBURY,2834,no_ticker,,,,,,,,,,,,,,,,
"Vaxxinity, Inc.",0001851657,VAXX,2020-03-01,2021-10-08,FL,EXPLORATION PARK,2834,trading,0.0001,12678,PNK,,,,1545,2021-11-11,16.55,2026-02-03,0.0,2021-11-26,18.46,11.5,0.0,-100.0
"Vector Therapeutics, Inc.",0001685616,,2016-05-20,2016-10-28,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
"Ventyx Biosciences, Inc.",0001851194,VTYX,2018-11-01,2021-09-29,CA,SAN DIEGO,2834,trading,13.955,1001273280,NMS,,,,1567,2021-10-21,21.02,2026-02-04,13.95,2023-03-03,46.65,121.9,0.84,-33.6
"Vera Therapeutics, Inc.",0001831828,VERA,2016-05-01,2021-04-23,CA,BRISBANE,2834,trading,43.06,3056695552,NGM,,,,1727,2021-05-14,11.5,2026-02-04,43.06,2025-12-24,55.67,384.1,5.41,274.4
"Veradermics, Inc",0001827635,MANE,2019-10-05,2026-01-09,CT,NEW HAVEN,2834,trading,17.0,,NYQ,,,,0,2026-02-04,17.0,2026-02-04,17.0,2026-02-04,17.0,0.0,17.0,0.0
Vero Biotech Inc.,0001359620,,2006-01-01,2013-11-12,GA,ATLANTA,2834,no_ticker,,,,,,,,,,,,,,,,
Verrica Pharmaceuticals Inc.,0001660334,VRCA,2010-01-01,2018-05-22,PA,WEST CHESTER,2834,trading,7.16,114487408,NCM,,,,2791,2018-06-15,175.0,2026-02-04,7.16,2018-06-25,203.37,16.2,3.28,-95.9
"Verve Therapeutics, Inc.",0001840574,,2018-03-01,2021-05-28,MA,BOSTON,2834,no_ticker,,,,,,,,,,,,,,,,
Viamet Pharmaceuticals Holdings LLC,0001538928,,2004-12-01,2014-07-01,NC,DURHAM,2834,no_ticker,,,,,,,,,,,,,,,,
"Viela Bio, Inc.",0001734517,,2017-12-01,2019-08-29,MD,GAITHERSBURG,2834,no_ticker,,,,,,,,,,,,,,,,
"Vincerx Pharma, Inc.",0001796129,VINC,2018-12-19,2020-02-14,CA,PALO ALTO,2834,trading,0.013,68045,PNK,,,,2078,2020-05-27,187.0,2026-02-03,0.01,2021-03-16,518.0,177.0,0.0,-100.0
"VioQuest Pharmaceuticals, Inc.",0000745788,,2000-10-01,2008-05-23,NJ,BASKING RIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
Vireo Growth Inc.,0001771706,VREOF,2014-01-01,2023-08-04,MN,MINNEAPOLIS,2834,trading,0.55,588079744,OQX,,,,2510,2019-03-22,4.54,2026-02-03,0.55,2019-04-03,4.9,8.0,0.1,-87.9
Virobay Inc,0001374261,,2006-05-01,2014-09-10,CA,MENLO PARK,2834,no_ticker,,,,,,,,,,,,,,,,
"Virpax Pharmaceuticals, Inc.",0001708331,VRPX,2017-05-12,2020-10-09,PA,BERWYN,2834,trading,0.011,13667,PNK,,,,1812,2021-02-17,1632.5,2026-02-03,0.01,2021-08-18,5725.0,250.7,0.0,-100.0
"Vitae Pharmaceuticals, Inc",0001157602,,2001-05-01,2014-08-12,PA,FORT WASHINGTON,2834,no_ticker,,,,,,,,,,,,,,,,
Viveon Health Acquisition Corp.,0001823857,,2020-08-07,2020-12-04,GA,ATLANTA,2834,no_ticker,,,,,,,,,,,,,,,,
"Vividion Therapeutics, Inc.",0001671687,,2013-12-01,2021-06-25,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
vTv Therapeutics Inc.,0001641489,VTVT,2015-04-01,2015-06-15,NC,HIGH POINT,2834,trading,37.1,146100464,NCM,,,,3842,2015-07-30,435.6,2026-02-04,37.1,2015-07-30,435.6,0.0,7.89,-91.5
VYNE Therapeutics Inc.,0001566044,VYNE,2011-10-01,2017-12-28,NJ,BRIDGEWATER,2834,trading,0.5759,19169652,NCM,,,,2932,2018-01-25,2067.12,2026-02-04,0.58,2018-03-28,2723.04,31.7,0.29,-100.0
"Vyome Holdings, Inc",0001427570,HIND,2008-01-01,2016-09-09,CA,SAN CLEMENTE,2834,trading,2.26,12724950,NCM,,,,3408,2016-10-06,130500000.0,2026-02-04,2.26,2016-10-06,130500000.0,0.0,1.92,-100.0
"Warner Chilcott (US), LLC",0001319899,,2006-08-01,2006-10-20,NJ,ROCKAWAY,2834,no_ticker,,,,,,,,,,,,,,,,
"Warner Chilcott Company, LLC",0001319903,,2006-08-01,2006-10-20,NJ,ROCKAWAY,2834,no_ticker,,,,,,,,,,,,,,,,
Warner Chilcott CORP,0001319893,,2006-08-01,2006-10-20,NJ,ROCKAWAY,2834,no_ticker,,,,,,,,,,,,,,,,
"Warner Chilcott Holdings CO III, LTD",0001319896,,2006-08-01,2006-10-20,NJ,ROCKAWAY,2834,no_ticker,,,,,,,,,,,,,,,,
Warner Chilcott Intermediate (Luxembourg) S.a.r.l.,0001331426,,2006-08-01,2006-10-20,NJ,ROCKAWAY,2834,no_ticker,,,,,,,,,,,,,,,,
Wave Life Sciences Ltd.,0001631574,WVE,2013-01-01,2015-10-09,U0,SINGAPORE,2834,trading,13.29,2468749056,NGM,,,,3738,2015-11-11,16.0,2026-02-04,13.29,2018-09-24,55.2,245.0,1.23,-16.9
"Wellness Center USA, Inc.",0001516887,,2010-06-30,2011-03-31,IL,HOFFMAN ESTATES,2834,no_ticker,,,,,,,,,,,,,,,,
"Werewolf Therapeutics, Inc.",0001785530,HOWL,2017-10-01,2021-04-08,MA,WATERTOWN,2834,trading,0.6301,30585180,NMS,,,,1741,2021-04-30,16.1,2026-02-04,0.63,2021-07-02,20.31,26.1,0.55,-96.1
"Whitehawk Therapeutics, Inc.",0001422142,WHWK,2007-11-01,2017-04-14,NJ,MORRISTOWN,2834,trading,2.92,137614816,NCM,,,,2910,2018-02-16,67.5,2026-02-04,2.92,2018-03-19,75.0,11.1,1.32,-95.7
XANODYNE PHARMACEUTICALS INC,0001335480,,2001-01-01,2007-11-09,KY,NEWPORT,2834,no_ticker,,,,,,,,,,,,,,,,
XBiotech Inc.,0001626878,XBIT,2014-01-01,2015-02-02,TX,AUSTIN,2834,trading,2.38,72560808,NMS,,,,3948,2015-04-15,20.03,2026-02-04,2.38,2015-04-20,27.14,35.5,1.99,-88.1
XCEL PHARMACEUTICALS INC,0001139665,,2001-01-01,2002-01-07,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"Xenetic Biosciences, Inc.",0001534525,XBIO,2011-08-09,2011-11-21,MA,FRAMINGHAM,2834,trading,2.14,4902860,NCM,,,,3506,2016-06-30,612.0,2026-02-04,2.14,2018-06-26,714.0,16.7,2.02,-99.7
XERIS PHARMACEUTICALS INC,0001346302,,2005-01-01,2018-05-24,IL,CHICAGO,2834,no_ticker,,,,,,,,,,,,,,,,
"Xstelos Holdings, Inc.",0001540145,,2001-01-01,2012-01-25,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
"XYNOMIC PHARMACEUTICALS HOLDINGS, INC.",0001697805,,2016-10-07,2017-05-31,F4,BEIJING,2834,no_ticker,,,,,,,,,,,,,,,,
"Zander Therapeutics, Inc",0001718644,,2015-06-18,2017-10-04,CA,LA MESA,2834,no_ticker,,,,,,,,,,,,,,,,
"ZARS Pharma, Inc.",0001062536,,2006-01-01,2007-06-11,UT,SALT LAKE CITY,2834,no_ticker,,,,,,,,,,,,,,,,
"Zenas BioPharma, Inc.",0001953926,ZBIO,2020-01-01,2024-08-22,MA,WALTHAM,2834,trading,21.06,1130483200,NMS,,,,509,2024-09-13,18.15,2026-02-04,21.06,2025-12-24,43.17,137.9,6.43,16.0
"Znomics, Inc.",0001371473,,2006-03-20,2008-08-08,OR,PORTLAND,2834,no_ticker,,,,,,,,,,,,,,,,
"ZOGENIX, INC.",0001375151,,2006-10-01,2008-03-20,CA,EMERYVILLE,2834,no_ticker,,,,,,,,,,,,,,,,
Zomedica Corp.,0001684144,ZOMDF,2015-05-14,2017-04-21,MI,ANN ARBOR,2834,trading,0.1215,119063888,OQB,,,,2997,2017-11-21,2.39,2026-02-04,0.12,2018-06-22,2.98,24.7,0.03,-94.9
"ZS Pharma, Inc.",0001459266,,2008-02-01,2014-05-15,TX,COPPELL,2834,no_ticker,,,,,,,,,,,,,,,,
Zyla Life Sciences,0001586105,,2013-08-01,2013-10-16,PA,WAYNE,2834,no_ticker,,,,,,,,,,,,,,,,
"Zynerba Pharmaceuticals, Inc.",0001621443,,2007-01-01,2015-06-30,PA,DEVON,2834,no_ticker,,,,,,,,,,,,,,,,
"ZyVersa Therapeutics, Inc.",0001859007,ZVSA,2021-03-01,2021-05-13,FL,WESTON,2834,trading,0.15,1214388,OQB,,,,1454,2022-02-11,3447.5,2026-02-04,0.15,2022-12-12,7875.0,128.4,0.12,-100.0
10X Capital Venture Acquisition Corp. III,0001848948,,2004-01-01,2021-03-04,NY,NEW YORK,2836,no_ticker,,,,,,,,,,,,,,,,
"4D Molecular Therapeutics, Inc.",0001650648,FDMT,2015-03-01,2019-09-30,CA,EMERYVILLE,2836,trading,9.34,533641632,NMS,,,,1881,2020-12-11,40.5,2026-02-04,9.34,2021-02-11,52.67,30.0,2.51,-76.9
"Abpro Holdings, Inc.",0001893219,ABP,2021-05-01,2021-12-02,NY,NEW YORK,2836,trading,1.89,5133765,NCM,,,,1428,2022-03-09,297.0,2026-02-04,1.89,2024-07-05,371.7,25.2,1.89,-99.4
ACCELERON PHARMA INC,0001280600,,2003-06-01,2013-08-07,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
ACESIS HOLDINGS CORP.,0001955728,,2022-10-03,2023-09-15,CO,CENTENNIAL,2836,no_ticker,,,,,,,,,,,,,,,,
"ADAPTIN BIO, INC.",0001938571,,2022-03-01,2025-05-16,NC,CHARLOTTE,2836,no_ticker,,,,,,,,,,,,,,,,
Adaptive Biotechnologies Corp,0001478320,ADPT,2006-01-01,2019-05-30,WA,SEATTLE,2836,trading,17.44,2662480896,NMS,,,,2414,2019-06-27,40.3,2026-02-04,17.44,2021-01-22,67.74,68.1,2.34,-56.7
"ADMA BIOLOGICS, INC.",0001368514,ADMA,2007-07-09,2012-03-29,NJ,RAMSEY,2836,trading,17.0,4056722176,NGM,,,,4493,2013-10-17,8.55,2026-02-04,17.0,2025-04-28,24.51,186.7,1.09,98.8
"Advanced Life Sciences Holdings, Inc.",0001322734,,2004-01-01,2005-04-28,,,2836,no_ticker,,,,,,,,,,,,,,,,
"Adverum Biotechnologies, Inc.",0001501756,ADVM,2006-01-01,2014-06-30,CA,REDWOOD CITY,2836,delisted,,,,unknown,,,4149,2014-07-31,279.9,2025-12-09,4.36,2015-01-07,600.8,114.6,2.05,-98.4
AERIE PHARMACEUTICALS INC,0001337553,,2013-01-01,2013-09-17,NC,DURHAM,2836,no_ticker,,,,,,,,,,,,,,,,
"Aevi Genomic Medicine, LLC",0001138776,,2000-03-01,2010-11-05,PA,WAYNE,2836,no_ticker,,,,,,,,,,,,,,,,
Affinia Therapeutics Inc.,0001792694,,2019-02-01,2022-01-04,MA,WALTHAM,2836,no_ticker,,,,,,,,,,,,,,,,
Agentix Corp.,0001603345,AGTX,2013-04-18,2014-04-01,CA,DANA POINT,2836,trading,0.045,1803012,PNK,,,,3819,2015-08-21,12.5,2026-02-03,0.05,2016-12-21,30.5,144.0,0.02,-99.6
ALDAGEN INC,0001128188,,2000-03-01,2008-05-09,NC,DURHAM,2836,no_ticker,,,,,,,,,,,,,,,,
"Alector, Inc.",0001653087,ALEC,2013-05-01,2019-01-07,CA,SOUTH SAN FRANCISCO,2836,trading,1.915,209025072,NMS,,,,2554,2019-02-07,18.08,2026-02-04,1.91,2021-07-07,39.49,118.4,0.9,-89.4
"Aligos Therapeutics, Inc.",0001799448,ALGS,2014-01-01,2020-09-25,CA,SOUTH SAN FRANCISCO,2836,trading,6.99,43013536,NCM,,,,1937,2020-10-16,371.25,2026-02-04,6.99,2021-01-20,873.5,135.3,3.99,-98.1
"Allena Pharmaceuticals, Inc.",0001624658,,2014-12-01,2017-10-06,MA,SUDBURY,2836,no_ticker,,,,,,,,,,,,,,,,
"Allogene Therapeutics, Inc.",0001737287,ALLO,2017-11-01,2018-09-14,CA,SOUTH SAN FRANCISCO,2836,trading,1.8101,406784032,NMS,,,,2673,2018-10-11,25.0,2026-02-04,1.81,2020-05-22,54.04,116.2,0.95,-92.8
"Alopexx, Inc.",0001880995,,2021-05-01,2022-03-07,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
Alpha Cognition Inc.,0001655923,ACOG,2023-07-01,2024-04-30,TX,GRAPEVINE,2836,trading,4.873,105949272,NCM,,,,449,2024-11-12,5.7,2026-02-04,4.87,2025-07-07,11.24,97.2,3.75,-14.5
"Apogee Therapeutics, Inc.",0001974640,APGE,2022-01-01,2023-06-22,MA,WALTHAM,2836,trading,66.44,4539196416,NGM,,,,936,2023-07-14,21.23,2026-02-04,66.44,2026-01-14,82.43,288.3,15.0,213.0
"Arcellx, Inc.",0001786205,ACLX,2014-12-01,2022-01-14,CA,REDWOOD CITY,2836,trading,69.45,4015798272,NMS,,,,1461,2022-02-04,16.8,2026-02-04,69.45,2024-11-11,106.53,534.1,7.21,313.4
"Artiva Biotherapeutics, Inc.",0001817241,ARTV,2019-02-01,2021-04-08,CA,SAN DIEGO,2836,trading,3.96,97197824,NGM,,,,565,2024-07-19,12.0,2026-02-04,3.96,2024-10-04,15.83,31.9,1.47,-67.0
"Asterias Biotherapeutics, Inc.",0001572552,,2012-09-01,2013-04-03,CA,FREMONT,2836,no_ticker,,,,,,,,,,,,,,,,
"Atara Biotherapeutics, Inc.",0001604464,ATRA,2012-08-01,2015-06-29,CA,THOUSAND OAKS,2836,trading,5.07,36555892,NMS,,,,4129,2014-10-16,266.25,2026-02-04,5.07,2015-04-23,1600.5,501.1,4.32,-98.1
aTYR PHARMA INC,0001339970,ATYR,2005-09-01,2015-04-06,CA,SAN DIEGO,2836,trading,0.9047,88648504,NCM,,,,3926,2015-05-07,209.3,2026-02-04,0.9,2015-06-03,390.32,86.5,0.65,-99.6
"Audentes Therapeutics, Inc.",0001628738,,2012-11-01,2016-01-04,CA,SAN FRANCISCO,2836,no_ticker,,,,,,,,,,,,,,,,
"Aura Biosciences, Inc.",0001501796,AURA,2009-01-01,2021-10-08,MA,BOSTON,2836,trading,5.69,361333600,NGM,,,,1559,2021-10-29,14.8,2026-02-04,5.69,2021-11-16,24.89,68.2,4.9,-61.6
"Aurion Biotech, Inc.",0001924356,,2016-07-01,2025-01-24,WA,SEATTLE,2836,no_ticker,,,,,,,,,,,,,,,,
"AveXis, Inc.",0001652923,,2010-04-01,2016-01-15,IL,BANNOCKBURN,2836,no_ticker,,,,,,,,,,,,,,,,
Axcella Health Inc.,0001633070,,2008-08-01,2019-04-12,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
Axium Pharmaceuticals Inc.,0001715028,,2017-05-30,2017-08-21,NC,HIGHPOINT,2836,no_ticker,,,,,,,,,,,,,,,,
Beam Therapeutics Inc.,0001745999,BEAM,2017-01-01,2019-09-27,MA,CAMBRIDGE,2836,trading,26.595,2698726144,NMS,,,,2190,2020-02-06,18.75,2026-02-04,26.59,2021-07-01,133.6,612.5,13.31,41.8
"BioAtla, Inc.",0001826892,BCAB,2007-03-01,2020-11-13,CA,SAN DIEGO,2836,trading,0.1965,12583938,NCM,,,,1876,2020-12-16,31.02,2026-02-04,0.2,2021-03-18,70.91,128.6,0.17,-99.4
"BIOCARDIA LIFESCIENCES, INC.",0001635886,,2002-03-01,2015-06-16,CA,SAN CARLOS,2836,no_ticker,,,,,,,,,,,,,,,,
"BioCardia, Inc.",0000925741,BCDA,2007-04-06,2009-12-18,CA,SUNNYVALE,2836,trading,1.17,12416898,NCM,,,,10675,1996-11-13,36450.0,2026-02-04,1.17,1999-07-30,72900.0,100.0,1.11,-100.0
BioLife4D Corp,0001714919,,2016-11-01,2022-06-03,IL,BUFFALO GROVE,2836,no_ticker,,,,,,,,,,,,,,,,
BiomX Inc.,0001739174,PHGE,2017-11-01,2018-11-26,,NESS ZIONA,2836,trading,5.1,7785864,ASE,,,,2520,2019-03-13,1833.5,2026-02-04,5.1,2019-10-25,2052.0,11.9,1.55,-99.7
"BioVex Group, Inc.",0001365651,,2005-07-01,2006-06-20,MA,WOBURN,2836,no_ticker,,,,,,,,,,,,,,,,
"Black Diamond Therapeutics, Inc.",0001701541,BDTX,2018-09-01,2020-01-03,MA,CAMBRIDGE,2836,trading,2.41,137309536,NMS,,,,2196,2020-01-31,37.5,2026-02-04,2.41,2020-06-22,44.8,19.5,1.25,-93.6
BRAINSTORM CELL THERAPEUTICS INC.,0001137883,BCLI,2000-09-22,2001-05-24,NY,NEW YORK,2836,trading,0.6,6620865,OQB,,,,8156,2003-10-07,123.75,2026-02-04,0.6,2005-01-07,776.25,527.3,0.54,-99.5
"C4 Therapeutics, Inc.",0001662579,CCCC,2015-10-01,2020-09-10,MA,WATERTOWN,2836,trading,1.85,179291664,NMS,,,,1951,2020-10-02,25.49,2026-02-04,1.85,2021-09-23,50.5,98.1,1.1,-92.7
"Cabaletta Bio, Inc.",0001759138,CABA,2017-04-01,2019-09-30,PA,PHILADELPHIA,2836,trading,2.475,238256368,NMS,,,,2294,2019-10-25,10.0,2026-02-04,2.47,2024-02-08,25.38,153.8,0.63,-75.3
"Candel Therapeutics, Inc.",0001841387,CADL,2003-06-01,2021-06-25,MA,NEEDHAM,2836,trading,5.715,313743808,NGM,,,,1653,2021-07-27,7.0,2026-02-04,5.72,2024-05-15,14.0,100.0,0.68,-18.4
"CANNABIS GLOBAL, INC.",0001413488,,2005-02-28,2019-08-26,CA,LOS ANGELES,2836,no_ticker,,,,,,,,,,,,,,,,
"Cardiff Oncology, Inc.",0001213037,CRDF,2002-04-26,2012-04-19,CA,SAN DIEGO,2836,trading,1.635,110134512,NCM,,,,7862,2004-07-27,1620.0,2026-02-04,1.63,2005-06-08,1926.72,18.9,0.74,-99.9
"CARGO Therapeutics, Inc.",0001966494,,2019-12-01,2023-10-20,CA,SAN CARLOS,2836,no_ticker,,,,,,,,,,,,,,,,
"Caribou Biosciences, Inc.",0001619856,CRBU,2014-07-01,2021-07-01,CA,BERKELEY,2836,trading,1.51,141136736,NMS,,,,1657,2021-07-23,16.32,2026-02-04,1.51,2021-09-07,30.29,85.6,0.73,-90.7
"CELLULAR DYNAMICS INTERNATIONAL, INC.",0001482080,,2004-01-01,2013-06-03,WI,MADISON,2836,no_ticker,,,,,,,,,,,,,,,,
"CG Oncology, Inc.",0001991792,CGON,2010-09-01,2024-01-02,CA,IRVINE,2836,trading,52.07,4302246400,NMS,,,,741,2024-01-25,37.17,2026-02-04,52.07,2026-01-21,57.13,53.7,15.59,40.1
"Checkmate Pharmaceuticals, Inc.",0001651431,,2015-07-01,2020-07-17,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
"Chelsea Therapeutics International, Ltd.",0001333763,,2002-04-01,2005-08-18,NC,CHARLOTTE,2836,no_ticker,,,,,,,,,,,,,,,,
CHEMOKINE THERAPEUTICS CORP,0001092959,,2005-01-01,2008-04-08,A1,VANCOUVER,2836,no_ticker,,,,,,,,,,,,,,,,
"Cidara Therapeutics, Inc.",0001610618,,2012-12-01,2015-03-13,CA,SAN DIEGO,2836,no_ticker,,,,,,,,,,,,,,,,
"Civitas Therapeutics, Inc.",0001509697,,2009-06-01,2014-08-26,MA,CHELSEA,2836,no_ticker,,,,,,,,,,,,,,,,
"Clarus Therapeutics Holdings, Inc.",0001817944,,2020-05-22,2020-09-03,CA,LOS ANGELES,2836,no_ticker,,,,,,,,,,,,,,,,
"Codiak BioSciences, Inc.",0001659352,,2015-01-01,2019-04-29,MA,CAMBRIDGE,2836,no_ticker,,,,,,,,,,,,,,,,
COGNITION THERAPEUTICS INC,0001455365,CGTX,2007-01-01,2021-07-19,NY,PURCHASE,2836,trading,1.0301,90931312,NCM,,,,1580,2021-10-08,12.77,2026-02-04,1.03,2021-11-09,12.98,1.6,0.24,-91.9
"Coherus Oncology, Inc.",0001512762,CHRS,2010-09-01,2014-09-25,CA,REDWOOD CITY,2836,trading,2.34,282838176,NGM,,,,4108,2014-11-06,12.61,2026-02-04,2.34,2015-07-22,37.46,197.1,0.67,-81.4
"Compass Therapeutics, Inc.",0001738021,CMPX,2015-02-01,2020-08-11,MA,BOSTON,2836,trading,6.36,1131202944,NCM,,,,1766,2021-04-05,8.5,2026-02-04,6.36,2021-04-16,8.8,3.5,0.8,-25.2
COTHERIX INC,0001138812,,2000-02-01,2004-03-11,CA,SOUTH SAN FRANCISCO,2836,no_ticker,,,,,,,,,,,,,,,,
CRISPR Therapeutics AG,0001674416,CRSP,2013-10-01,2016-09-09,,ZUG,2836,trading,50.31,4794554880,NGM,,,,3395,2016-10-19,14.09,2026-02-04,50.23,2021-01-14,210.04,1390.7,13.62,256.5
"Cullinan Therapeutics, Inc.",0001789972,CGEM,2016-09-01,2020-12-18,MA,CAMBRIDGE,2836,trading,12.605,744656256,NMS,,,,1853,2021-01-08,29.91,2026-02-04,12.6,2021-03-10,53.42,78.6,5.75,-57.9
Denali Therapeutics Inc.,0001714899,DNLI,2013-10-01,2017-11-13,CA,SOUTH SAN FRANCISCO,2836,trading,20.79,3246532608,NMS,,,,2980,2017-12-08,21.45,2026-02-04,20.79,2020-12-22,93.56,336.2,11.47,-3.1
Edison Oncology Holding Corp,0001753347,EOHC,2018-07-01,2025-11-28,CA,MENLO PARK,2836,never_traded,,,,,,,,,,,,,,,,
"Editas Medicine, Inc.",0001650664,EDIT,2013-09-01,2016-01-04,MA,CAMBRIDGE,2836,trading,1.995,194749216,NMS,,,,3654,2016-02-03,18.2,2026-02-04,2.0,2021-01-08,90.58,397.7,0.98,-89.0
"Eiger BioPharmaceuticals, Inc.",0001305253,,2000-12-01,2013-10-11,CA,PALO ALTO,2836,no_ticker,,,,,,,,,,,,,,,,
"Eikon Therapeutics, Inc.",0001861123,EIKN,2019-07-01,2026-01-09,CA,MILLBRAE,2836,never_traded,,,,,,,,,,,,,,,,
"Elevation Oncology, Inc.",0001783032,,2019-01-01,2021-06-04,MA,BOSTON,2836,no_ticker,,,,,,,,,,,,,,,,
"Eloxx Pharmaceuticals, Inc.",0001035354,,2004-09-29,2013-07-17,MA,WATERTOWN,2836,no_ticker,,,,,,,,,,,,,,,,
enGene Holdings Inc.,0001980845,ENGN,2023-09-05,2023-11-22,A8,SAINT-LAURENT,2836,trading,9.45,633005056,NCM,,,,1464,2022-02-01,9.86,2026-02-04,9.45,2023-10-27,28.44,188.4,2.88,-4.2
"Estrella Immunopharma, Inc.",0001844417,ESLA,2012-01-01,2021-02-19,CA,EMERYVILLE,2836,trading,1.115,42108632,NCM,,,,1604,2021-09-14,9.75,2026-02-04,1.12,2023-09-01,21.25,117.9,0.73,-88.6
EXOZYMES INC.,0002010788,EXOZ,2019-01-01,2024-02-09,CA,MONROVIA,2836,trading,11.19,93998896,NCM,,,,448,2024-11-13,8.65,2026-02-04,11.19,2024-12-26,20.52,137.2,8.65,29.4
FATE THERAPEUTICS INC,0001434316,FATE,2012-10-01,2013-08-14,CA,SAN DIEGO,2836,trading,1.105,127464280,NGM,,,,4509,2013-10-01,6.62,2026-02-04,1.11,2021-01-14,117.4,1673.4,0.68,-83.3
"Finch Therapeutics Group, Inc.",0001733257,FNCH,2014-11-01,2021-02-26,MA,BOSTON,2836,trading,13.74,22063196,PNK,,,,1783,2021-03-19,639.6,2026-02-04,13.74,2021-03-19,639.6,0.0,0.88,-97.9
